"trap" "tubetotal" "occupation" "share_occ" "share_int" "share_unocc_wtint" "length" "spec_num" "bee_num" "oca" "oc" "or" "or_chambers" "or_males_p" "or_females_p" "or_parasite_num" "or_parasite_infested_p" "or_parasite_death_p" "or_unknown_death_p" "or_total_death_p" "or_total_alive_p" "days" "juliandays" "trap_o" "tube_o" "shade" "windprotection" "hang_location" "hang_location_sp" "floor" "flowers_100m" "seminatural_flowers" "exotic_flowers" "treespecies" "treeheight" "rainprotection" "visibility" "distance" "distance_class" "RW" "HW" "dist_forage0" "dist_forage2" "dist_nest0" "dist_nest2" "share_f0_250" "share_f2_250" "share_n0_250" "share_n2_250" "MSI_250" "MPFD_250" "TE_250" "ED_250" "MPS_250" "NumP_250" "share_f0_500" "share_f2_500" "share_n0_500" "share_n2_500" "MSI_500" "MPFD_500" "TE_500" "ED_500" "MPS_500" "NumP_500" "share_f0_750" "share_f2_750" "share_n0_750" "share_n2_750" "MSI_750" "MPFD_750" "TE_750" "ED_750" "MPS_750" "NumP_750" "share_f0_1000" "share_f2_1000" "share_n0_1000" "share_n2_1000" "MSI_1000" "MPFD_1000" "TE_1000" "ED_1000" "MPS_1000" "NumP_1000" "hang_location_sp.t" "juliandays.t" "shade.t" "hang_location.t"
28 30 "unbelegt" 0 40 40 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 91 155 "E" "NS" "Halbschatten" "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "andere Rosaceae" "Hoch (>2m)" "Beregnet" "Aus 2 oder mehr Richtungen" 4378 "Surburban" 4526957 5685261 81.84662778 136.778971 56.41210176 294.3855405 4.17325325 21.93823688 21.71309355 0 1.410618947 1.411854211 8077.04279 0.041157626 10328.7666 19 12.54934894 23.40896326 25.67531677 4.625505269 1.887834643 1.416556429 29428.86975 0.037479878 28042.5419 28 17.61507646 18.68574163 24.4150739 8.239627185 1.586800198 1.230110594 61417.37412 0.034761264 17493.40329 101 19.87119038 18.16120953 26.26261648 11.95278713 1.522769794 1.193517784 116235.8977 0.037003931 17493.40329 194 "ClassB" 10 "Partly_shaded" "Backyard_or_park"
30 30 "belegt" 23.333333333 33.333333333 13.333333333 9.65 2 1 0 0 1 42 NA NA 1 7.14 0 23.81 23.81 76.19 64 164 "S" "WO" "Halbschatten" "FALSE" "Haus" "Balkon" 2 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus weniger als 2 Richtungen" 2841 "Subzentrum" 4526373 5686730 3.804272512 159.0632567 3.804272512 773.5859319 36.09296466 4.07098998 33.91551728 0 1.656303077 1.403583846 8195.33309 0.04176039 15095.88964 13 25.34694268 10.70734785 26.22667862 0 2.032487333 1.391640667 25043.64799 0.031894969 52346.07821 15 26.68194303 9.600085336 29.28847501 0 1.558472933 1.394526133 54449.45665 0.030817533 23557.78309 75 27.08318944 9.965143623 31.74984314 3.473734883 1.566518175 1.407307299 101235.7866 0.032228616 23557.78309 137 "ClassA" 19 "Partly_shaded" "House"
31 NA "belegt" NA NA NA 10.16 2 1 0 0 1 13 53.85 46.15 1 23.08 0 0 0 100 93 157 NA "WO" "Halbschatten" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "andere Rosaceae" NA NA NA 5917 "Surburban" 4531674 5691638 114.3700688 0 83.98378617 130.6893309 2.834107587 48.32967608 21.07700468 1.685473622 1.530851176 1.425804706 7413.9418 0.037778709 11543.91561 17 11.40768252 22.19903746 25.64261431 1.283997482 1.951656667 1.383462381 26629.25236 0.033914355 37390.05586 21 13.27425447 15.0069596 19.3334027 1.998037254 1.608974222 1.422928444 55416.94463 0.031365116 19631.48591 90 20.44784831 15.02051148 25.89286603 2.283161143 1.603839933 0.812708792 96598.40829 0.030752297 19631.48591 149 "ClassB" 12 "Partly_shaded" "Garden_or_allotment"
35 33 "unbelegt" 0 33.333333333 33.333333333 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 91 159 "S" "WO" "Halblicht" "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "TRUE" "FALSE" "Andere" "Hoch (>2m)" "Beregnet" "Aus allen Richtungen (frei hängend)" 1127 "Subzentrum" 4527258 5689630 89.16086517 492.2305453 89.16086517 1463.014992 7.492477251 0 7.492477251 0 1.4253475 1.3585875 3865.07995 0.01969502 49061.64133 4 17.75229676 0.010268689 18.60021096 0 1.918225 1.42509 19578.02397 0.024934086 56085.0838 14 24.12814517 0.788501534 36.49388894 0 1.548134423 1.362434231 46706.74283 0.026435279 33977.57177 52 22.20646507 1.980053833 42.62652596 0 1.539689524 1.398760833 76463.0353 0.024342161 33977.57177 84 "ClassB" 14 "Partly_shaded" "Backyard_or_park"
36 28 "belegt" 17.857142857 53.571428571 39.285714286 8.94 1 1 0 0 1 29 40 60 1 6.9 3.45 27.59 31.03 68.97 72 159 "E" "NS" "Halbschatten" "TRUE" "Haus" "Balkon" 1 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 4364 "Surburban" 4522055 5691116 200.6115634 95.31059695 120.3477214 312.9507443 1.057088232 9.827640598 9.680342419 0 1.3339075 1.34850375 4597.38984 0.0234266 24530.82067 8 3.594873399 21.17265892 16.31862169 10.29100159 1.5347924 1.369376 20042.31427 0.025525394 31407.64693 25 8.908293691 18.77794182 22.0780199 20.71196101 1.421637403 1.37874039 44852.17499 0.025385623 22945.89262 77 12.69315913 17.2098068 22.63237868 30.22767551 1.477989492 1.412732712 81555.75676 0.025963439 22945.89262 118 "ClassA" 14 "Partly_shaded" "House"
37 32 "belegt" 34.375 62.5 31.25 9.67 1 1 0 0 1 47 NA NA 1 34.04 17.02 34.04 51.06 48.94 91 155 "N" "WO" "Halbschatten" "TRUE" "Hausgarten" "Holzige Gegenstände" 0 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 16224 "Laendlicher Raum" 4542356 5689726 235.1503131 0 196.311405 438.7217267 0.452207701 94.8622568 1.61098548 0 1.680961818 1.485710909 4239.37428 0.021602285 17840.59685 11 27.02670033 61.24843049 30.0383892 0.588221753 1.6860016 1.4272948 18930.9111 0.024109939 31407.64693 25 41.21156952 44.06977441 44.2310201 1.929298143 1.501492464 1.412157826 38485.4457 0.021782155 25606.28609 69 50.69938771 30.08261302 52.93036361 3.13824728 1.517333297 1.387302637 61721.59849 0.019649195 25606.28609 91 "ClassE" 10 "Partly_shaded" "Garden_or_allotment"
39 33 "belegt" 15.151515152 39.393939394 24.242424242 9.5 1 1 0 0 1 19 NA NA 0 0 0 52.63 52.63 47.37 102 166 "W" "NS" "Volllicht" "FALSE" "Haus" "Fenster" 4 "TRUE" "TRUE" "TRUE" NA NA NA NA 2427 "Subzentrum" 4525800 5687157 76.81031915 482.8334293 126.7609057 203.7590189 5.809314496 0 7.152880009 3.126700438 1.370403333 1.4005425 5494.33994 0.027997127 16353.88044 12 13.67824925 0.056607021 14.2228091 14.65489625 1.990925789 1.419027895 24345.06979 0.031005277 41325.85122 19 21.67705222 7.243545352 22.66859635 12.6517892 1.560163434 1.348382424 60267.48007 0.034110442 17846.80537 99 19.45523197 10.70956667 24.06536539 16.32730991 1.601415435 1.394837754 98910.86333 0.031488472 17846.80537 138 "ClassD" 21 "Fully_sunlit" "House"
40 NA "belegt" NA NA NA 9.8 1 1 0 0 1 11 0 100 0 0 0 0 0 100 88 161 "N" "WO" "Halbschatten" "TRUE" "Haus" "Fenster" 3 "TRUE" "FALSE" "TRUE" NA NA "Beregnet" "Aus weniger als 2 Richtungen" 3500 "Subzentrum" 4529127 5687749 36.13494242 130.038471 36.13494242 165.0896264 18.59179471 5.829543365 18.59179471 6.416674215 1.800186667 1.49032 5839.51603 0.029756016 21805.17393 9 24.7879093 15.15051942 32.3036308 9.74480336 1.877129167 1.440342917 25577.39693 0.032574738 32716.29888 24 22.95721515 18.32594049 28.295078 7.255317273 1.537049367 1.403322278 52306.83452 0.029604843 22364.98395 79 21.92910856 19.4603192 26.0689248 5.902360579 1.584035674 1.414472128 99026.89345 0.03152541 22364.98395 141 "ClassD" 16 "Partly_shaded" "House"
41 28 "belegt" 14.285714286 28.571428571 14.285714286 12.85 2 2 0 1 1 3 33.33 66.67 0 0 0 0 0 100 95 160 "E" "NS" "Halbschatten" "FALSE" "Hausgarten" "Schuppenwand" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 7845 "Surburban" 4533923 5690490 243.7250379 0 243.7250379 466.1166592 0.075070235 95.49994736 0.075070235 0 1.5439975 1.50669875 3502.1199 0.017845509 24530.82067 8 9.151275233 64.65286366 16.86469657 0.25925167 2.131606111 1.456341667 22065.93618 0.028102629 43621.73184 18 33.35779193 38.97154889 47.44005401 0.438039202 1.638397869 1.28652377 48230.86893 0.02729791 28964.48741 61 38.49835129 32.03353597 52.17078885 2.259057052 1.62904068 1.396957961 83517.31227 0.026587904 28964.48741 103 "ClassC" 15 "Partly_shaded" "Garden_or_allotment"
42 29 "unbelegt" 0 48.275862069 48.275862069 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 65 156 "E" "NS" "Halblicht" "TRUE" "Haus" "Balkon" 3 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 1818 "Subzentrum" 4526157 5687743 129.1416549 605.0000325 129.1416549 754.1196366 5.630101768 0 5.37428891 0 1.4745275 1.425195833 5463.7298 0.027841149 16353.88044 12 5.539970345 0 6.430409515 0 1.955964 2.213238 19491.50773 0.024823901 52346.07821 15 13.17443547 1.964949926 20.2537486 0 1.486493067 1.409087333 50412.70443 0.028532795 23557.78309 75 18.4504108 5.678203287 29.02420962 1.969141508 1.541535115 1.421394046 92436.31303 0.029427286 23557.78309 131 "ClassA" 11 "Partly_shaded" "House"
43 33 "unbelegt" 0 39.393939394 39.393939394 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 71 162 "S" "WO" "Vollschatten" "TRUE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "Andere" "Normal" "Trocken" "Verdeckt" 659 "Zentrum" 4525519 5689321 204.9458707 260.7567637 204.9458707 209.4912339 0.673329827 0 0.673329827 1.246544243 1.425101429 1.490798571 4027.80378 0.0205242 28035.22362 7 12.04267707 3.722396081 16.08324525 6.916955259 1.914424 1.3889425 22843.99804 0.029093549 39259.55866 20 18.09218999 6.75548813 24.58471438 4.427916981 1.573380143 1.388722143 50468.04046 0.028564114 25240.48189 70 22.62606856 5.782808391 30.54434467 3.473750551 1.577871008 1.289865126 90447.51465 0.028794148 25240.48189 119 "ClassB" 17 "Fully_shaded" "Backyard_or_park"
44 30 "belegt" 36.666666667 30 0 9.7 1 1 0 0 1 96 NA NA 1 52.08 37.5 13.54 51.04 48.96 56 161 "E" "NS" "Vollschatten" "FALSE" "Haus" "Balkon" 3 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 3171 "Subzentrum" 4523155 5688472 0 157.6961053 0 157.6961053 41.00265715 3.400768022 41.00265715 3.400768022 1.744336154 1.473422308 7813.94546 0.039816979 15095.88964 13 38.38825843 0.879779451 38.38825843 0.879779451 2.572781 1.397486 25928.93654 0.03302245 78519.11732 10 33.89904306 0.836773855 35.67273096 0.513060042 1.719589107 1.399365536 52369.19252 0.029640136 31550.60236 56 35.46105389 2.640439296 38.58642782 0.864277305 1.650067358 1.408062642 95252.7152 0.030323893 31550.60236 106 "ClassA" 16 "Fully_shaded" "House"
47 33 "belegt" 6.0606060606 21.212121212 15.151515152 9.97 1 1 0 0 1 17 23.08 76.92 1 23.53 17.65 5.88 23.53 76.47 94 162 NA NA "Halbschatten" "TRUE" "Hausgarten" "Freisthehendes Objekt" 0 "TRUE" "TRUE" "FALSE" NA NA NA NA 17094 "Laendlicher Raum" 4541462 5681997 267.5207621 87.68671776 267.5207621 135.1236733 0 8.8597643 0 12.5377319 1.307066154 1.381597692 5183.48191 0.026413109 15095.88964 13 5.912370972 10.65531788 8.216401225 17.78624912 1.542046286 1.368423714 23792.75384 0.030301861 22434.03352 35 6.503712716 13.91126873 8.649746038 30.18138467 1.416341683 1.375386139 54956.40309 0.031104457 17493.40317 101 7.89246021 16.60234393 11.97131803 35.86505744 1.439051124 1.356283609 94940.97698 0.03022465 17493.40317 169 "ClassE" 17 "Partly_shaded" "Garden_or_allotment"
48 34 "unbelegt" 0 41.176470588 41.176470588 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 91 159 NA NA "Vollschatten" "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA "Normal" "Beregnet" "Aus allen Richtungen (frei hängend)" 1690 "Subzentrum" 4526251 5687875 216.6269464 679.4878195 178.6330228 905.3869067 1.719094297 0 4.556118587 0 1.4927475 1.43094625 5154.60636 0.02626597 24530.82067 8 4.218155269 0 4.846691697 0 1.942389231 1.426774615 19103.35163 0.024329555 60399.32101 13 15.90189436 0.43075045 23.35596082 0 1.510378831 1.434570909 53301.07927 0.030167569 22945.89262 77 21.2175935 4.142315008 30.82556617 0.231710998 1.472063361 1.364847787 91204.92306 0.02903527 22945.89262 122 "ClassB" 14 "Fully_shaded" "Backyard_or_park"
49 29 "belegt" 17.24137931 34.482758621 20.689655172 8.9 1 1 0 0 1 28 NA NA 2 50 32.14 25 57.14 42.86 120 184 "N" "WO" "Halbschatten" "TRUE" "Haus" "Balkon" 3 "TRUE" "TRUE" "FALSE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 2898 "Subzentrum" 4528686 5690933 140.6351668 192.7441735 140.6351668 302.582186 6.385279361 2.814170849 6.385279361 0 1.272682 1.360752 2958.32168 0.015074514 39249.31307 5 12.19391589 13.58070265 27.99800281 4.514000035 1.778308889 1.425448333 18182.9319 0.023157331 43621.73184 18 18.34008034 14.60595879 33.52643487 6.304792043 1.586141695 1.405680169 44840.02027 0.025378744 29946.33444 59 18.4909662 12.69105938 32.81617682 4.01922181 1.529021262 1.38765932 79610.79551 0.025344256 29946.33444 103 "ClassA" 39 "Partly_shaded" "House"
51 35 "unbelegt" 0 45.714285714 45.714285714 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 83 155 "N" "WO" "Volllicht" "TRUE" "Haus" "Fenster" 3 "FALSE" "FALSE" "FALSE" NA NA NA NA 944 "Zentrum" 4525343 5690078 188.4797346 264.3806019 188.4797346 203.526968 4.578065285 0 4.628591632 3.804971077 1.911843333 1.637712222 3415.98513 0.017406598 21805.17393 9 5.33888985 7.570350821 13.8432804 10.83550947 1.645356316 1.366756316 16805.8767 0.021403548 41325.85122 19 13.44125366 16.06535336 25.56324318 8.274357686 1.520315862 1.3784 42480.47911 0.024043281 30462.65054 58 21.70791391 14.74429145 31.58379264 9.857689878 1.597105098 1.332515294 75482.24375 0.024029924 30462.65054 102 "ClassD" 10 "Fully_sunlit" "House"
52 33 "belegt" 3.0303030303 30.303030303 27.272727273 11.8 1 1 0 0 1 8 75 25 1 62.5 50 0 50 50 93 160 "E" "NS" "Halbschatten" "FALSE" "Haus" "Balkon" 4 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 1447 "Subzentrum" 4524921 5690352 135.2097518 354.2283533 135.2097518 152.4984038 5.384560283 0 5.426735596 10.77584094 1.56408125 1.42275375 4939.71166 0.025170946 24530.82067 8 24.04046514 4.532605786 28.0966793 23.81745963 1.846176842 1.385634737 20745.84621 0.026421395 41325.85122 19 27.75980946 10.92171479 40.94714366 23.93695062 1.616525574 1.420078525 45216.78217 0.025591985 28964.48741 61 28.59473236 14.37482259 38.40955418 23.83441328 1.631669388 1.408561429 79773.80448 0.025396151 28964.48741 98 "ClassA" 15 "Partly_shaded" "House"
54 33 "belegt" 3.0303030303 63.636363636 60.606060606 9 1 1 0 0 1 3 NA NA 1 100 100 0 100 0 100 169 NA NA "Halblicht" "FALSE" "Hinterhof" "Baum/Strauch" NA "FALSE" "FALSE" "FALSE" NA NA NA NA 4811 "Surburban" 4530558 5691448 0.609374471 256.8511224 0.609374471 463.3035676 50.70247091 0 62.52700743 0 1.59162 1.463678571 4639.05277 0.023638899 28035.22362 7 47.5095289 15.40134156 56.89671363 0.502712942 1.816416842 1.460524211 18567.87212 0.023647581 41325.85121 19 44.56924509 10.59010646 50.60778539 1.573739487 1.61072 1.842196154 48194.50709 0.02727733 27182.05741 65 38.01411114 13.30225899 42.70927863 1.838585097 1.563303594 1.4203175 87698.77138 0.02791908 27182.05741 128 "ClassB" 24 "Partly_shaded" "Backyard_or_park"
55 33 "unbelegt" 0 60.606060606 60.606060606 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 73 161 "N" "WO" "Halblicht" "FALSE" "Haus" "Balkon" 4 "TRUE" "FALSE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 2461 "Subzentrum" 4528263 5688328 151.5537823 156.1114429 151.5537823 776.5255458 19.98690395 8.73666007 17.77081202 0 1.34592625 1.4056425 6954.53789 0.035437756 12265.41033 16 35.74659586 6.641719487 34.54387012 0 2.060115 1.406082222 26590.68433 0.033865236 43621.73184 18 30.92184865 14.3080212 41.44507611 0 1.474347467 1.399289733 52112.8632 0.029495058 23557.78309 75 35.17042029 14.69340576 45.72174893 0.128803377 1.526085833 1.362975917 93494.1933 0.029764064 23557.78309 120 "ClassA" 16 "Partly_shaded" "House"
56 33 "unbelegt" 0 75.757575758 75.757575758 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 95 164 "E" "NS" "Halblicht" "FALSE" "Park" "Baum/Strauch" 0 "TRUE" "TRUE" "FALSE" NA NA NA NA 8575 "Surburban" 4530415 5682132 1.516162475 139.6415144 1.516162475 0 69.07949428 11.62104539 78.50213151 7.463775305 1.607083846 1.405089231 6782.44632 0.034560841 15095.88964 13 75.30897814 17.36173863 79.08762784 2.205652281 1.840060667 1.389352 16218.26569 0.020655181 52346.07821 15 77.3246707 16.81780484 79.9487803 1.188680896 1.546167826 1.421536522 29613.46064 0.016760751 38409.42896 46 79.4221984 15.29269876 81.07709849 0.668603362 1.489097455 1.368032182 41543.56035 0.013225476 38409.42896 55 "ClassB" 19 "Partly_shaded" "Backyard_or_park"
57 34 "unbelegt" 0 47.058823529 47.058823529 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 89 160 "N" "WO" "Halbschatten" "TRUE" "Haus" "Fenster" 0 "TRUE" "FALSE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 2188 "Subzentrum" 4525919 5687383 66.31038882 524.8443458 66.31038882 375.3074104 13.67920002 0 17.47342127 0 1.397512727 1.454759091 5672.92895 0.02890715 17840.59685 11 8.96041 0 9.827707513 2.559668967 1.939576875 1.40965875 20460.44396 0.026057914 49074.44832 16 16.05867692 4.920126326 20.04473816 8.052745195 1.458763902 1.472109756 54361.89657 0.030767975 21546.75283 82 20.31306119 9.654280235 27.80487112 8.284080857 1.554342394 1.381837183 100577.8339 0.032019155 21546.75283 142 "ClassD" 15 "Partly_shaded" "House"
58 32 "belegt" 18.75 28.125 12.5 10.26 2 1 0 0 1 18 35.71 64.29 1 5.56 0 22.22 22.22 77.78 73 159 "E" "NS" "Halblicht" "TRUE" "Haus" "Balkon" 0 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus weniger als 2 Richtungen" 8138 "Surburban" 4534248 5690173 130.8337909 1.536765007 130.8337909 732.6872581 9.533485221 45.37269935 16.32514886 0 1.512340769 1.383464615 6991.27466 0.035624953 15095.88964 13 28.61273428 47.70520308 39.63843401 0 2.059692143 1.402833571 23207.35995 0.029556318 56085.0838 14 28.6569063 49.30487985 38.62603314 0.033316031 1.558579661 1.389331695 46967.98683 0.026583139 29946.33444 59 31.70001807 41.70756974 46.35360531 0.537086223 1.589352222 1.39768547 86796.329 0.027631785 29946.33444 117 "ClassA" 14 "Partly_shaded" "House"
59 32 "unbelegt" 0 21.875 21.875 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 89 161 NA NA "Halbschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "FALSE" "TRUE" "Andere" "Normal" "Beregnet" "Aus 2 oder mehr Richtungen" 7114 "Surburban" 4519023 5689813 117.1343923 0 116.3009123 592.4344981 22.1496114 59.5652407 26.15027893 0 1.419288889 1.35388 6216.96448 0.031679354 21805.17393 9 42.38898421 50.58521277 44.07646743 0 1.794273846 1.384041538 16748.4462 0.021330406 60399.32101 13 49.13216189 40.14169436 51.52000701 0.10570536 1.787027667 1.410561333 48638.42921 0.027528583 29447.22887 60 56.64520537 28.49279762 58.88632892 0.778916761 1.793111727 1.391900545 90358.94493 0.028765951 29447.22887 110 "ClassB" 16 "Partly_shaded" "Garden_or_allotment"
60 35 "unbelegt" 0 60 60 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 97 164 "W" "NS" NA "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "FALSE" "FALSE" "Andere" "Normal" "Beregnet" "Aus weniger als 2 Richtungen" 2618 "Subzentrum" 4525993 5686947 58.24497077 403.8854541 58.24497077 396.4905638 13.34432264 0 12.95500001 0 1.488461429 1.412588571 5882.64044 0.029975763 14017.61181 14 21.99730376 1.529056952 23.09374182 4.683983047 2.008419444 1.399611667 25520.08503 0.032501747 43621.73184 18 21.03190469 4.647871913 20.01983625 9.432685208 1.515802987 1.373878701 54735.96127 0.03097969 22945.89261 77 21.13805317 9.050581657 23.0922823 12.87270474 1.559473433 1.418161567 99006.53809 0.03151893 22945.89261 134 "ClassB" 19 NA "Backyard_or_park"
62 NA "belegt" NA NA NA 11.54 2 1 0 0 1 23 63.64 36.36 1 4.35 4.35 0 4.35 95.65 97 162 "S" "WO" "Halbschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA "Normal" "Beregnet" "Aus 2 oder mehr Richtungen" 3839 "Subzentrum" 4529850 5690522 0 9.951746651 0 842.5837151 26.14980106 31.94476368 26.14980106 0 1.497101667 2.2627075 6698.16427 0.034131371 16353.88044 12 24.11000083 26.92036999 32.98938038 0 2.076746 1.4255475 24899.78704 0.031711751 39259.55866 20 25.56380118 19.70101049 32.96737172 0 1.602077848 1.370196962 54609.03743 0.030907853 22364.98395 79 23.80338089 22.48872397 30.99163146 0.145696202 1.584125581 1.393971938 96815.07843 0.030821274 22364.98395 129 "ClassB" 17 "Partly_shaded" "Garden_or_allotment"
63 33 "unbelegt" 0 69.696969697 69.696969697 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 84 151 "E" "NS" "Halbschatten" "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "FALSE" "TRUE" NA NA NA NA 2872 "Subzentrum" 4524929 5692168 78.59161732 229.4399495 78.59161732 776.3418821 7.16079414 1.365099451 10.34265446 0 1.692530909 1.488358182 6636.58798 0.033817601 17840.59685 11 14.63410635 17.83463084 21.41049392 0 2.31874625 1.439050625 26039.35498 0.033163077 49074.44832 16 15.58182339 22.01476957 23.44656124 0 1.679154493 1.392571739 56259.35273 0.031841905 25606.28597 69 16.12627199 20.89429751 21.72253616 4.423519234 1.642489725 1.387857431 90295.31 0.028745693 25606.28597 109 "ClassB" 6 "Partly_shaded" "Backyard_or_park"
64 29 "belegt" 6.8965517241 48.275862069 44.827586207 11.7 1 1 0 0 1 26 33.33 66.67 1 30.77 7.69 0 7.69 92.31 82 159 "E" "NS" "Halblicht" "TRUE" "Hausgarten" "Holzzaun" 0 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus weniger als 2 Richtungen" 2497 "Subzentrum" 4524163 5688027 64.24054767 372.8921721 64.24054767 107.8404944 28.02950502 0 28.02950502 21.6458432 1.59152 1.373497778 6268.0941 0.031939892 21805.17393 9 21.90606702 1.715814635 24.38117076 27.28645769 1.863682353 1.383590588 22334.55988 0.028444741 46187.71607 17 18.5553916 6.114502464 24.07218606 26.67546129 1.584321379 1.372668276 48063.39312 0.027203122 30462.65055 58 25.08437361 9.043439436 32.14513799 21.4460854 1.629741923 1.387369 99638.21713 0.031720026 30462.65055 130 "ClassE" 14 "Partly_shaded" "Garden_or_allotment"
65 35 "unbelegt" 0 28.571428571 28.571428571 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 77 158 NA "WO" "Vollschatten" "TRUE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "FALSE" "TRUE" "Andere" "Normal" "Trocken" "Aus weniger als 2 Richtungen" 6704 "Surburban" 4531927 5686188 149.0840176 117.8412186 153.476848 197.9968317 12.91030944 26.11106612 16.00870295 0.866796799 1.440827222 1.403276111 7809.90675 0.0397964 10902.58696 18 22.0548333 45.51521823 26.16895806 3.259345501 1.883394583 1.39699875 26502.12905 0.033752454 32716.29888 24 31.17710979 46.3809073 35.57498186 3.593503172 1.429735054 1.383667634 52304.21542 0.02960336 18998.21217 93 34.91183036 44.61061907 41.92045319 3.21980121 1.424073087 1.375805705 89702.14777 0.028556859 18998.21217 149 "ClassB" 13 "Fully_shaded" "Garden_or_allotment"
68 35 "unbelegt" 0 71.428571429 71.428571429 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 95 161 "E" "NS" "Halbschatten" "FALSE" "Haus" "Balkon" 1 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 2737 "Subzentrum" 4524023 5687818 71.54141188 137.9372306 71.54141188 191.4644693 17.82553117 3.225045295 17.82553117 5.472209944 1.508634444 1.386516667 5873.85126 0.029930976 21805.17393 9 27.51509311 2.785301549 27.51509311 17.27314089 1.885043529 1.614222941 22024.01891 0.028049244 46187.71607 17 23.65195816 6.152591634 26.64932375 21.76262113 1.54777913 1.413039275 48843.50893 0.027644655 25606.28594 69 24.91160929 11.21250318 30.83913072 20.12765047 1.618385854 1.390381707 91728.11474 0.029201829 25606.28594 123 "ClassA" 16 "Partly_shaded" "House"
70 35 "unbelegt" 0 28.571428571 28.571428571 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 97 161 "W" "NS" "Vollschatten" "FALSE" "Haus" "Balkon" 5 "TRUE" "FALSE" "TRUE" NA NA NA NA 1206 "Subzentrum" 4526269 5688363 70.23073933 524.1639634 103.9002305 778.0065356 20.44119777 0 17.48456271 0 1.644786667 1.48307 5928.31287 0.030208492 16353.88044 12 18.36822383 0 21.637329 0 2.289830769 1.401413846 24890.65671 0.031700123 60399.32101 13 25.03956961 0.65808634 29.54067445 0 1.544115783 1.345064458 55571.79394 0.031452758 21287.1534 83 24.70025529 3.13496817 32.61213813 0.887934545 1.513862034 1.359255339 94791.53147 0.030177074 21287.1534 118 "ClassA" 16 "Fully_shaded" "House"
73 33 "belegt" 24.242424242 60.606060606 36.363636364 11.75 1 1 0 0 1 32 NA NA 1 15.62 12.5 18.75 31.25 68.75 85 153 "S" "WO" "Volllicht" "FALSE" "Hausgarten" NA 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 8627 "Surburban" 4518222 5686121 108.4851164 41.38187913 41.38187913 307.7346557 13.3110486 22.28877687 33.27245126 0 1.536946 1.397420667 7857.50393 0.040038937 13083.10436 15 17.78211178 11.24833799 31.72772736 0.615229811 1.866060323 1.412271935 27937.40796 0.03558039 25328.74752 31 27.19120839 10.28702574 38.42508525 2.093484886 1.634293663 1.416497624 59968.38957 0.033941162 17493.40329 101 33.79557708 15.47072702 41.57357373 2.434919398 1.623988759 1.402827448 94115.27102 0.029961785 17493.40329 145 NA 8 "Fully_sunlit" "Garden_or_allotment"
